,BHK,Size,Floor,Bathroom,city_status_Bangalore,city_status_Chennai,city_status_Delhi,city_status_Hyderabad,city_status_Kolkata,city_status_Mumbai,Furnishing_status_Furnished,Furnishing_status_Semi-Furnished,Furnishing_status_Unfurnished,Tenant_preferred_Bachelors,Tenant_preferred_Bachelors/Family,Tenant_preferred_Family
2359,2,1250,1,2,1,0,0,0,0,0,0,0,1,1,0,0
2360,3,1400,2,3,1,0,0,0,0,0,0,1,0,0,1,0
2361,1,600,1,1,1,0,0,0,0,0,0,0,1,0,1,0
2362,1,200,4,1,1,0,0,0,0,0,0,0,1,0,1,0
2363,1,300,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2364,1,400,1,1,1,0,0,0,0,0,1,0,0,0,1,0
2365,1,450,3,1,1,0,0,0,0,0,0,1,0,0,1,0
2366,2,1180,1,2,1,0,0,0,0,0,0,1,0,0,1,0
2367,3,1460,6,3,1,0,0,0,0,0,0,0,1,1,0,0
2368,3,1464,2,3,1,0,0,0,0,0,0,1,0,0,1,0
2369,2,700,102,2,1,0,0,0,0,0,0,1,0,1,0,0
2370,2,680,1,2,1,0,0,0,0,0,0,1,0,0,1,0
2371,3,2750,5,4,1,0,0,0,0,0,0,1,0,1,0,0
2372,2,800,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2373,2,600,3,1,1,0,0,0,0,0,0,0,1,1,0,0
2374,3,1200,1,3,1,0,0,0,0,0,0,0,1,1,0,0
2375,4,3200,18,3,1,0,0,0,0,0,0,1,0,0,1,0
2376,2,1800,1,2,1,0,0,0,0,0,0,1,0,0,1,0
2377,1,500,2,1,1,0,0,0,0,0,1,0,0,0,1,0
2378,2,1200,0,2,1,0,0,0,0,0,0,0,1,0,1,0
2379,1,750,1,1,1,0,0,0,0,0,0,0,1,0,1,0
2380,1,700,1,2,1,0,0,0,0,0,0,1,0,0,1,0
2381,2,1000,12,2,1,0,0,0,0,0,0,0,1,1,0,0
2382,2,800,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2383,1,200,0,1,0,0,1,0,0,0,1,0,0,1,0,0
2384,3,1800,1,3,0,0,1,0,0,0,0,1,0,0,1,0
2385,1,400,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2386,3,600,2,3,0,0,1,0,0,0,0,0,1,1,0,0
2387,3,1550,1,3,0,0,1,0,0,0,0,1,0,1,0,0
2388,2,650,2,2,0,0,1,0,0,0,0,0,1,1,0,0
2389,2,850,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2390,4,2000,0,4,0,0,1,0,0,0,0,0,1,1,0,0
2391,1,180,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2392,3,140,0,2,0,0,1,0,0,0,0,1,0,1,0,0
2393,1,450,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2394,3,2500,1,3,0,0,1,0,0,0,0,1,0,0,1,0
2395,1,720,3,1,0,0,1,0,0,0,0,0,1,0,1,0
2396,2,400,2,1,0,0,1,0,0,0,0,0,1,1,0,0
2397,2,450,1,1,0,0,1,0,0,0,0,0,1,1,0,0
2398,1,250,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2399,4,3000,4,5,0,0,1,0,0,0,0,1,0,0,1,0
2400,2,550,3,2,0,0,1,0,0,0,0,0,1,1,0,0
2401,2,450,3,1,0,0,1,0,0,0,0,0,1,0,1,0
2402,3,2500,2,3,0,0,1,0,0,0,0,0,1,1,0,0
2403,4,800,1,4,0,0,1,0,0,0,0,0,1,0,1,0
2404,2,100,3,2,0,0,1,0,0,0,0,0,1,1,0,0
2405,1,400,2,1,0,0,1,0,0,0,1,0,0,1,0,0
2406,2,750,1,2,0,0,1,0,0,0,0,1,0,1,0,0
2407,1,400,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2408,3,1100,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2409,1,450,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2410,2,850,3,2,0,0,1,0,0,0,0,0,1,0,1,0
2411,3,600,3,1,0,0,1,0,0,0,0,1,0,0,1,0
2412,2,750,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2413,1,500,1,1,0,0,1,0,0,0,0,1,0,1,0,0
2414,1,350,2,1,0,0,1,0,0,0,0,1,0,0,1,0
2415,2,623,2,1,0,0,1,0,0,0,1,0,0,0,1,0
2416,3,2400,3,3,0,0,1,0,0,0,0,1,0,1,0,0
2417,1,75,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2418,2,450,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2419,2,445,4,2,0,0,1,0,0,0,0,0,1,0,1,0
2420,3,300,1,3,0,0,1,0,0,0,1,0,0,1,0,0
2421,3,1670,3,3,0,0,1,0,0,0,0,1,0,0,1,0
2422,1,550,1,1,0,0,1,0,0,0,0,1,0,1,0,0
2423,1,350,4,1,0,0,1,0,0,0,0,1,0,1,0,0
2424,2,650,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2425,2,70,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2426,2,100,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2427,3,800,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2428,2,60,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2429,3,2000,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2430,2,600,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2431,1,450,3,1,0,0,1,0,0,0,0,1,0,1,0,0
2432,2,2200,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2433,2,600,1,2,0,0,1,0,0,0,0,0,1,1,0,0
2434,4,2000,2,3,0,0,1,0,0,0,0,1,0,0,1,0
2435,2,800,3,2,0,0,1,0,0,0,0,1,0,0,1,0
2436,3,170,4,2,0,0,1,0,0,0,0,0,1,0,1,0
2437,2,150,0,2,0,0,1,0,0,0,0,0,1,0,1,0
2438,2,650,3,2,0,0,1,0,0,0,0,0,1,0,1,0
2439,3,1250,2,3,0,0,1,0,0,0,0,1,0,0,1,0
2440,1,600,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2441,4,2100,3,4,0,0,1,0,0,0,0,1,0,0,1,0
2442,1,450,3,1,0,0,1,0,0,0,0,0,1,1,0,0
2443,2,100,2,2,0,0,1,0,0,0,0,0,1,1,0,0
2444,1,650,3,1,0,0,1,0,0,0,1,0,0,0,1,0
2445,2,48,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2446,2,550,4,2,0,0,1,0,0,0,0,1,0,0,1,0
2447,1,240,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2448,2,700,3,2,0,0,1,0,0,0,0,1,0,1,0,0
2449,1,48,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2450,2,100,0,2,0,0,1,0,0,0,0,0,1,0,1,0
2451,3,1901,9,3,0,0,1,0,0,0,0,1,0,0,1,0
2452,1,50,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2453,3,1300,3,3,0,0,1,0,0,0,0,1,0,1,0,0
2454,2,145,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2455,2,800,2,3,0,0,1,0,0,0,0,0,1,0,1,0
2456,3,1100,1,4,0,0,1,0,0,0,0,1,0,0,1,0
2457,1,450,2,1,0,0,1,0,0,0,0,1,0,0,1,0
2458,2,300,3,1,0,0,1,0,0,0,0,0,1,0,1,0
2459,2,1040,1,3,0,0,1,0,0,0,0,1,0,1,0,0
2460,1,25,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2461,2,900,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2462,2,1100,3,1,0,0,1,0,0,0,0,0,1,0,1,0
2463,2,380,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2464,3,450,2,2,0,0,1,0,0,0,0,1,0,1,0,0
2465,1,550,3,1,0,0,1,0,0,0,0,1,0,1,0,0
2466,1,180,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2467,3,1650,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2468,1,250,1,1,0,0,1,0,0,0,1,0,0,0,1,0
2469,1,400,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2470,2,900,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2471,3,1900,2,3,0,0,1,0,0,0,1,0,0,0,1,0
2472,3,892,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2473,1,400,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2474,3,100,1,2,0,0,1,0,0,0,0,0,1,1,0,0
2475,2,60,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2476,2,80,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2477,2,450,2,1,0,0,1,0,0,0,0,1,0,0,1,0
2478,1,520,3,1,0,0,1,0,0,0,0,1,0,0,1,0
2479,1,350,1,1,0,0,1,0,0,0,1,0,0,0,1,0
2480,2,600,2,2,0,0,1,0,0,0,0,1,0,1,0,0
2481,3,950,1,2,0,0,1,0,0,0,1,0,0,1,0,0
2482,2,450,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2483,1,450,1,1,0,0,1,0,0,0,0,1,0,1,0,0
2484,2,850,2,2,0,0,1,0,0,0,0,1,0,1,0,0
2485,1,200,3,1,0,0,1,0,0,0,0,0,1,1,0,0
2486,4,3000,1,4,0,0,1,0,0,0,0,1,0,0,1,0
2487,3,1500,2,3,0,0,1,0,0,0,0,1,0,0,1,0
2488,2,700,0,2,0,0,1,0,0,0,0,0,1,0,1,0
2489,1,530,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2490,3,800,2,2,0,0,1,0,0,0,0,0,1,1,0,0
2491,1,45,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2492,1,900,3,1,0,0,1,0,0,0,1,0,0,0,1,0
2493,1,450,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2494,2,650,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2495,2,900,2,2,0,0,1,0,0,0,1,0,0,0,1,0
2496,2,900,4,2,0,0,1,0,0,0,1,0,0,0,1,0
2497,2,120,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2498,2,600,2,2,0,0,1,0,0,0,0,0,1,1,0,0
2499,2,615,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2500,1,225,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2501,1,800,1,1,0,0,1,0,0,0,0,0,1,1,0,0
2502,1,400,4,1,0,0,1,0,0,0,0,1,0,1,0,0
2503,1,800,4,2,0,0,1,0,0,0,1,0,0,0,1,0
2504,2,60,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2505,3,1000,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2506,3,75,4,1,0,0,1,0,0,0,0,0,1,0,1,0
2507,3,800,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2508,1,200,3,1,0,0,1,0,0,0,1,0,0,0,1,0
2509,3,800,2,2,0,0,1,0,0,0,0,0,1,1,0,0
2510,2,80,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2511,2,900,2,2,0,0,1,0,0,0,0,0,1,0,0,1
2512,2,1125,2,2,0,0,1,0,0,0,1,0,0,0,1,0
2513,3,900,3,2,0,0,1,0,0,0,0,0,1,0,1,0
2514,2,1100,3,2,0,0,1,0,0,0,0,0,1,1,0,0
2515,1,400,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2516,3,713,1,3,0,0,1,0,0,0,1,0,0,0,1,0
2517,2,700,4,1,0,0,1,0,0,0,0,0,1,1,0,0
2518,2,1000,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2519,1,54,3,1,0,0,1,0,0,0,0,1,0,0,1,0
2520,3,200,3,3,0,0,1,0,0,0,0,0,1,1,0,0
2521,1,200,4,1,0,0,1,0,0,0,1,0,0,0,1,0
2522,2,800,3,2,0,0,1,0,0,0,1,0,0,0,1,0
2523,2,1000,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2524,2,500,4,2,0,0,1,0,0,0,0,1,0,1,0,0
2525,1,300,3,1,0,0,1,0,0,0,0,1,0,0,1,0
2526,2,900,0,2,0,0,1,0,0,0,0,0,1,0,1,0
2527,3,240,1,3,0,0,1,0,0,0,0,0,1,0,1,0
2528,2,650,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2529,3,950,3,2,0,0,1,0,0,0,0,1,0,1,0,0
2530,1,500,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2531,1,500,2,1,0,0,1,0,0,0,0,1,0,0,1,0
2532,2,450,4,2,0,0,1,0,0,0,0,1,0,0,1,0
2533,4,2800,0,4,0,0,1,0,0,0,0,1,0,0,1,0
2534,2,150,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2535,1,400,3,1,0,0,1,0,0,0,1,0,0,0,1,0
2536,3,100,3,2,0,0,1,0,0,0,1,0,0,0,1,0
2537,1,400,3,1,0,0,1,0,0,0,0,1,0,0,1,0
2538,2,900,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2539,3,1350,1,3,0,0,1,0,0,0,0,1,0,0,0,1
2540,1,500,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2541,3,1700,1,3,0,0,1,0,0,0,1,0,0,1,0,0
2542,1,400,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2543,2,110,2,1,0,0,1,0,0,0,0,1,0,0,1,0
2544,3,1200,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2545,2,50,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2546,3,100,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2547,2,1000,2,2,0,0,1,0,0,0,1,0,0,0,1,0
2548,1,63,4,1,0,0,1,0,0,0,1,0,0,0,1,0
2549,3,1800,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2550,2,1440,2,2,0,0,1,0,0,0,0,1,0,1,0,0
2551,2,55,0,2,0,0,1,0,0,0,0,0,1,0,1,0
2552,3,1500,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2553,2,400,3,1,0,0,1,0,0,0,0,0,1,0,1,0
2554,3,100,1,2,0,0,1,0,0,0,1,0,0,0,1,0
2555,2,500,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2556,2,100,0,2,0,0,1,0,0,0,0,0,1,0,1,0
2557,2,455,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2558,2,80,3,1,0,0,1,0,0,0,0,1,0,0,1,0
2559,2,450,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2560,1,400,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2561,4,300,1,4,0,0,1,0,0,0,0,0,1,0,1,0
2562,2,700,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2563,2,600,4,2,0,0,1,0,0,0,0,1,0,0,1,0
2564,2,800,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2565,2,950,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2566,2,450,4,1,0,0,1,0,0,0,0,1,0,0,1,0
2567,1,450,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2568,2,68,3,1,0,0,1,0,0,0,0,0,1,0,1,0
2569,2,850,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2570,2,1000,3,2,0,0,1,0,0,0,0,1,0,0,1,0
2571,1,600,4,1,0,0,1,0,0,0,1,0,0,1,0,0
2572,2,65,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2573,3,1700,1,3,0,0,1,0,0,0,0,1,0,1,0,0
2574,3,1800,0,3,0,0,1,0,0,0,0,1,0,0,1,0
2575,2,1000,3,1,0,0,1,0,0,0,0,1,0,0,1,0
2576,2,900,2,2,0,0,1,0,0,0,0,1,0,1,0,0
2577,4,2300,1,4,0,0,1,0,0,0,0,1,0,0,1,0
2578,2,75,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2579,3,200,1,3,0,0,1,0,0,0,0,1,0,1,0,0
2580,1,200,2,1,0,0,1,0,0,0,0,0,1,1,0,0
2581,1,200,2,1,0,0,1,0,0,0,0,0,1,1,0,0
2582,2,450,3,1,0,0,1,0,0,0,0,1,0,0,1,0
2583,2,750,1,2,0,0,1,0,0,0,1,0,0,1,0,0
2584,2,400,1,1,0,0,1,0,0,0,0,0,1,1,0,0
2585,2,84,1,2,0,0,1,0,0,0,0,1,0,1,0,0
2586,2,90,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2587,2,90,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2588,2,500,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2589,2,75,4,2,0,0,1,0,0,0,0,0,1,0,1,0
2590,1,512,1,1,0,0,1,0,0,0,1,0,0,0,1,0
2591,3,1500,1,3,0,0,1,0,0,0,0,1,0,1,0,0
2592,1,446,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2593,3,1100,4,2,0,0,1,0,0,0,0,1,0,0,1,0
2594,1,125,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2595,3,1800,3,3,0,0,1,0,0,0,1,0,0,0,1,0
2596,3,1300,1,2,0,0,1,0,0,0,0,0,1,0,1,0
2597,3,2000,7,2,0,0,1,0,0,0,0,1,0,0,0,1
2598,2,1200,2,2,0,0,1,0,0,0,1,0,0,1,0,0
2599,3,125,1,2,0,0,1,0,0,0,0,0,1,1,0,0
2600,2,730,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2601,2,160,3,2,0,0,1,0,0,0,0,1,0,0,1,0
2602,2,1000,0,2,0,0,1,0,0,0,0,0,1,0,1,0
2603,1,450,1,1,0,0,1,0,0,0,1,0,0,0,1,0
2604,2,75,2,2,0,0,1,0,0,0,1,0,0,0,1,0
2605,3,2000,1,3,0,0,1,0,0,0,0,1,0,1,0,0
2606,4,2400,4,3,0,0,1,0,0,0,0,0,1,1,0,0
2607,2,1800,0,2,0,0,1,0,0,0,0,1,0,1,0,0
2608,3,1800,0,3,0,0,1,0,0,0,0,0,1,0,0,1
2609,3,2200,2,3,0,0,1,0,0,0,0,0,1,0,1,0
2610,3,2200,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2611,3,900,3,2,0,0,1,0,0,0,0,1,0,0,1,0
2612,2,75,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2613,2,75,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2614,3,1800,3,3,0,0,1,0,0,0,0,1,0,0,1,0
2615,3,160,2,3,0,0,1,0,0,0,0,1,0,0,1,0
2616,4,2700,2,4,0,0,1,0,0,0,0,1,0,1,0,0
2617,3,1050,3,2,0,0,1,0,0,0,1,0,0,0,1,0
2618,3,1800,2,3,0,0,1,0,0,0,1,0,0,0,1,0
2619,2,2700,1,2,0,0,1,0,0,0,1,0,0,0,1,0
2620,1,499,2,1,0,0,1,0,0,0,0,1,0,0,0,1
2621,1,450,3,1,0,0,1,0,0,0,0,0,1,1,0,0
2622,1,60,3,1,0,0,1,0,0,0,0,0,1,0,1,0
2623,3,2200,0,3,0,0,1,0,0,0,0,0,1,0,1,0
2624,2,130,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2625,3,650,3,1,0,0,1,0,0,0,0,1,0,0,1,0
2626,2,100,3,1,0,0,1,0,0,0,0,0,1,0,1,0
2627,2,45,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2628,2,600,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2629,3,800,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2630,3,1500,1,3,0,0,1,0,0,0,0,0,1,0,1,0
2631,1,30,1,1,0,0,1,0,0,0,1,0,0,0,1,0
2632,1,55,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2633,2,900,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2634,2,1000,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2635,1,360,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2636,1,450,1,1,0,0,1,0,0,0,1,0,0,0,1,0
2637,2,900,4,2,0,0,1,0,0,0,0,1,0,0,1,0
2638,2,1100,2,2,0,0,1,0,0,0,1,0,0,0,1,0
2639,2,700,0,2,0,0,1,0,0,0,1,0,0,0,1,0
2640,1,400,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2641,3,950,0,2,0,0,1,0,0,0,0,0,1,0,1,0
2642,3,3000,1,4,0,0,1,0,0,0,0,1,0,0,1,0
2643,2,950,3,2,0,0,1,0,0,0,0,0,1,0,1,0
2644,3,1100,1,3,0,0,1,0,0,0,0,1,0,0,1,0
2645,1,497,3,1,0,0,1,0,0,0,0,0,1,0,1,0
2646,3,100,3,2,0,0,1,0,0,0,0,1,0,0,1,0
2647,2,70,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2648,2,55,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2649,1,300,4,1,0,0,1,0,0,0,0,0,1,0,1,0
2650,1,400,2,1,0,0,1,0,0,0,0,0,1,1,0,0
2651,2,500,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2652,4,650,4,2,0,0,1,0,0,0,1,0,0,0,1,0
2653,1,630,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2654,1,450,1,1,0,0,1,0,0,0,0,0,1,0,0,1
2655,2,500,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2656,5,200,2,5,0,0,1,0,0,0,0,0,1,1,0,0
2657,2,95,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2658,4,272,0,3,0,0,1,0,0,0,1,0,0,1,0,0
2659,2,800,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2660,2,50,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2661,1,400,2,1,0,0,1,0,0,0,1,0,0,0,1,0
2662,1,450,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2663,3,1800,2,3,0,0,1,0,0,0,0,1,0,0,1,0
2664,3,1800,2,3,0,0,1,0,0,0,0,1,0,0,1,0
2665,3,2000,1,3,0,0,1,0,0,0,0,1,0,0,1,0
2666,4,2700,2,4,0,0,1,0,0,0,0,1,0,0,1,0
2667,4,2700,2,3,0,0,1,0,0,0,0,1,0,0,1,0
2668,3,1800,4,3,0,0,1,0,0,0,0,1,0,1,0,0
2669,4,2700,2,4,0,0,1,0,0,0,0,1,0,1,0,0
2670,3,1800,1,3,0,0,1,0,0,0,0,1,0,0,1,0
2671,3,1800,2,3,0,0,1,0,0,0,0,1,0,0,1,0
2672,3,1200,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2673,1,600,1,1,0,0,1,0,0,0,0,1,0,1,0,0
2674,1,350,2,1,0,0,1,0,0,0,1,0,0,0,1,0
2675,2,100,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2676,3,1800,1,3,0,0,1,0,0,0,0,0,1,0,1,0
2677,2,900,3,2,0,0,1,0,0,0,0,1,0,1,0,0
2678,3,1150,3,2,0,0,1,0,0,0,0,0,1,0,1,0
2679,4,1400,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2680,1,500,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2681,4,300,2,3,0,0,1,0,0,0,0,1,0,0,1,0
2682,3,1800,2,3,0,0,1,0,0,0,0,1,0,0,1,0
2683,1,500,3,1,0,0,1,0,0,0,0,0,1,0,1,0
2684,1,500,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2685,2,80,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2686,2,1000,2,2,0,0,1,0,0,0,0,1,0,1,0,0
2687,3,1600,6,2,0,0,1,0,0,0,0,0,1,0,1,0
2688,4,1800,6,4,0,0,1,0,0,0,0,1,0,0,1,0
2689,2,400,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2690,2,900,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2691,1,480,4,1,0,0,1,0,0,0,0,0,1,0,1,0
2692,1,180,2,1,0,0,1,0,0,0,0,0,1,1,0,0
2693,2,1000,1,2,0,0,1,0,0,0,0,0,1,1,0,0
2694,3,1120,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2695,3,1800,2,3,0,0,1,0,0,0,0,1,0,1,0,0
2696,3,1200,1,2,0,0,1,0,0,0,0,1,0,0,1,0
2697,1,550,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2698,2,1400,3,1,0,0,1,0,0,0,0,0,1,1,0,0
2699,3,1600,2,2,0,0,1,0,0,0,0,1,0,1,0,0
2700,1,650,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2701,4,120,0,4,0,0,1,0,0,0,1,0,0,0,1,0
2702,2,450,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2703,1,520,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2704,1,850,2,1,0,0,1,0,0,0,0,1,0,1,0,0
2705,2,850,1,2,0,0,1,0,0,0,0,1,0,1,0,0
2706,2,585,2,1,0,0,1,0,0,0,0,1,0,0,1,0
2707,3,1600,0,2,0,0,1,0,0,0,1,0,0,0,1,0
2708,2,950,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2709,1,120,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2710,2,500,3,1,0,0,1,0,0,0,0,1,0,0,1,0
2711,1,200,2,1,0,0,1,0,0,0,0,0,1,1,0,0
2712,1,550,2,1,0,0,1,0,0,0,0,1,0,0,1,0
2713,1,650,2,1,0,0,1,0,0,0,0,1,0,0,1,0
2714,4,2800,6,4,0,0,1,0,0,0,0,0,1,1,0,0
2715,1,50,3,1,0,0,1,0,0,0,1,0,0,0,1,0
2716,2,550,4,1,0,0,1,0,0,0,0,0,1,0,1,0
2717,2,90,4,2,0,0,1,0,0,0,0,1,0,0,1,0
2718,3,2925,1,3,0,0,1,0,0,0,0,1,0,0,1,0
2719,1,150,4,1,0,0,1,0,0,0,1,0,0,0,1,0
2720,2,450,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2721,2,750,4,2,0,0,1,0,0,0,0,0,1,1,0,0
2722,2,975,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2723,3,106,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2724,2,750,4,2,0,0,1,0,0,0,1,0,0,0,1,0
2725,2,80,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2726,3,96,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2727,1,500,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2728,3,1550,0,2,0,0,1,0,0,0,0,1,0,0,1,0
2729,2,1000,3,2,0,0,1,0,0,0,0,1,0,0,1,0
2730,1,400,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2731,1,450,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2732,2,1000,3,1,0,0,1,0,0,0,0,1,0,0,0,1
2733,1,450,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2734,3,100,3,2,0,0,1,0,0,0,0,1,0,0,1,0
2735,2,550,2,2,0,0,1,0,0,0,0,1,0,0,1,0
2736,1,400,2,1,0,0,1,0,0,0,0,1,0,0,1,0
2737,1,60,1,1,0,0,1,0,0,0,1,0,0,0,1,0
2738,4,900,3,2,0,0,1,0,0,0,0,0,1,0,1,0
2739,1,700,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2740,2,500,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2741,3,2000,2,3,0,0,1,0,0,0,1,0,0,1,0,0
2742,2,400,2,1,0,0,1,0,0,0,0,1,0,1,0,0
2743,3,1500,1,2,0,0,1,0,0,0,0,0,1,1,0,0
2744,2,70,2,1,0,0,1,0,0,0,0,0,1,0,1,0
2745,2,60,2,2,0,0,1,0,0,0,0,0,1,0,1,0
2746,3,200,1,3,0,0,1,0,0,0,0,1,0,1,0,0
2747,2,1650,2,2,0,0,1,0,0,0,1,0,0,1,0,0
2748,2,1150,3,2,0,0,1,0,0,0,0,0,1,1,0,0
2749,2,1800,0,2,0,0,1,0,0,0,1,0,0,1,0,0
2750,4,4000,3,5,0,0,1,0,0,0,0,1,0,0,1,0
